week,sentence,sentiment
657,높아짐에 따라 ASF의 전파원 가운데 하나로 지목되고 ,neutral
658,추석 한돈 추석 선물세트 판매량이 역대 최고를 달성한 것으로 추정됐다,positive
658,증가,positive
659,증가한 가운데 각 지역별로도 일제히 늘었다,neutral
659,대부분의 지역들이 증가한 반면 경기와 제주만 줄었다,neutral
659,최근 통계청에 따르면 9월 기,neutral
660,한돈의 입지가 흔들리고 ,negative
660,반면 수입산은 반대로 가격이 상승한 것이 그 신호 중 하나다,negative
660,분기 돼지고기 부위별 소매가격을 보면 삼겹살이 2천418원,neutral
661,종돈생산자협회 초대 집행부를 포함한 관계자들이 파이팅을 외치고 ,positive
661,종돈장만을 회원으로 하는 한국종돈생산자협회가 출범했다,neutral
661,초대회장에 박한용 설천농장 대표를  추대하는 등 임원선출에 나서는 한편 정관도 확정했다,neutral
661,회장의,neutral
662,제주양돈이 남북 교류사업의 물꼬를 트게 될까,neutral
662,지난 3일과 4일 양일간 금강산에서 개최된 남북 민족화해협력범국민협의회,neutral
663,자조금의 수급조절예비비가 지난 2015년 1월 적립이 시작된 이래 처음으로 집행되고 ,neutral
663,실기 논란도 제기되고 ,negative
663,전방위 돼지가격 안정사업에 착수했다,neutral
664,업무협약을 체결했다,neutral
664,동물자원과학과,neutral
665,지난해에 이어 또다시 국민,neutral
666,8~9월 감소세를 보였던 돼지 출하가 10월 지난해보다 30,negative
666,10월 돼지 출하두수는 168만6천마리로 전달 126만,neutral
667,한돈자조금관리위원회(위원장 하태식,neutral
668,㈜다비육종(대표이사 민동수)은 지난달 29일 농업회사법인 ㈜에이스팜(대표 신재민)과 종돈생산 협약을 체결<사진,neutral
668,에이스팜에는,neutral
669,양돈현장의 불청객 PED가 꿈틀거리고 ,negative
669,발생주의보를 발령한데 이어 일부에 국한된 것이기는 하나 PED 발생소식이 전해지고 ,neutral
670,양돈장 생산 성적도 역대 최악을 나타냈다,negative
670,팜스 사용농가의 생산성을 분석한 결과,neutral
671,자조금의 소비홍보사업이 감소하는 반면 수급안정사업은 대폭 확대된다,positive
671,내년도 예산안을 원안 의결했다,neutral
671,본지 3228호,neutral
672,부문 수상<사진>의 영예를 안았다,positive
673,구제역 백신 접종 부위인 돼지의 목심 부위 이외 뒷다리에도 이상육 발생 비율이 증가하는 것으로 나타났다,neutral
673,이상육 발생이 나타난 것으로 집계됐다,neutral
673,이 중 발생 부위는 목심에,neutral
674,타이틀을 올해도 지킬 수 있을까,neutral
674,쌀값은 전년 대비 크게 오르면서 ,negative
674,돼지 생산액은 지난 16년,neutral
675,▲ 10월 정기모임 후 자리를 함께 한 서점모 회원들,neutral
675,실시한 해외선진지 견학 프로그램에 참여했던 후기를 발표하는 자리가 마련됐다,neutral
675,점을 회원들에게 정확히 전달하기 위해 노력하는 모습이었다,neutral
675,귀를 기울이는 등 시종 진지함을 잃지 않았다,positive
676,올해 한국이 미국산 쇠고기를 세계서 두 번째로 많이 수입하는 국가가 됐다,neutral
676,최근 미국 육류수출협회에 따르면 9월말 쇠고기 수출은 100만9천톤으로 일년전보다 9%,positive
677,축산물품질평가원 제공,neutral
677,돼지 출하물량이 사상 최고치를 기록한 가운데 등급판정 성적도 최고치를 기록했다,positive
677,최근 축산물품질평가원에 따르면 10월 돼지 등,neutral
678,소비촉진 사업을 전개하고 있는 한돈자조금관,neutral
679,물량으로는 사상 최대치를 경신했다,positive
679,도체등급판정실적이 지난 10월 암퇘지 84만,neutral
680,발생 주의보가 내려졌다,negative
680,주의보를 발령하고 양돈현장의 철저한 차단방역과 예방접종을 당부했다,neutral
680,예산) 2건 80두,neutral
681,정보제공의 장으로 자리매김했음을 뒷받침했다,positive
681,증대에 초점이 맞춰진다,neutral
681,이같은 종돈개량 방향을 제시했다.,neutral
681,종돈시장을 주도하는 육종기업인  양돈산업 전체에,neutral
682,운영하고 있다,neutral
682,유통 등 토털솔루션이다,neutral
682,(주)드림피그 시공팀은,neutral
683,김장특수가 사라지고 ,neutral
683,목심 등이 많이 팔려나갔다,neutral
683,이른바 김장특수다,neutral
683,김장철인 11월이 1년 중 가정에서,neutral
684,을 생산하는 서울경기양돈농협(이하 서경양돈농협)의 화성육가공장이 친환경,neutral
685,미만 소규모 농가의 비중이 갈수록 줄고 ,neutral
685,올들어 ,negative
685,가축동향 조사 결과 돼지사육마릿수는 역대 최대인 1천164만677두인 것으로 집계됐다,neutral
686,일선 지자체의 냄새단속이 강화되면서 양돈농가들이 긴장하고 ,negative
686,행정처분 대상에 포함될 가능성을 배제치 못하기 때문이다,negative
686,농가들에게 당부하고 ,neutral
686,냄새포집 위치의 중요성을 강조하고 ,neutral
686,축산현장의 경우 현행 법률하에서는 부지경계선에서 냄새 포집이 이뤄질 수밖에 없다,neutral
686,부지경계선이 아닌 돈사내부나 퇴비사 등에서 냄새를 포집,neutral
687,악취저감 컨설팅사업이 내년부터 대폭 확대된다,neutral
687,지역으로 확대해 실시키로 했다,neutral
687,이를위,neutral
688,수입물량을 넘어섰다,neutral
688,대가 무너졌다,negative
688,돼지고기 수입량은 38만톤으로 17년 같은 기간 31만톤에 견줘 22,neutral
688,수입량인 37만톤을 넘어서면서 올해 수입량은 사상 최고치 기록을 예약했,positive
689,규모의 일괄 농장을 운영하는 김동준,neutral
689,양돈장에서 발생하는 분뇨를 정화방류하고 있는 그는 요즘 걱정이 태산이다,negative
689,앞으로 다가왔는데 ,neutral
689,행정처벌을 받게 될지도 몰라요,negative
689,뾰족한 대안이 없다는 게 문젭니다,negative
689,정화방류를 통해 가축분뇨를 처리,neutral
690,범국민적 의식 확산을 위해 제11회 동물사랑 사진공모전을 개,neutral
691,돼지고기 수입량이 5개월만에 증가세로 돌아섰다,neutral
691,최근 식품의약품안전처에 따르면 10월 돼지고기 수입량은 2만7천750톤으로 전달 2만4천톤 대비 17,neutral
691,지난 5월 4만9천,neutral
692,수입량 재고도 누적되면서 사상 최대의 공급 과잉 시장이 형성되고 있어 한돈 약세 장기화가 우려되고 ,negative
692,수입량도 전년,positive
693,악성 질병이 고개를 들고 ,negative
693,농림축산검역본부에 따르면 지난 10월부터 제주도와 충남지역을 중심으로 PED 발생 건수가 증가,neutral
693,전년 대비,neutral
694,고성장을 기록했다,positive
694,최근 동물약품협회가 개최한 ‘2018 하반기 동물약사업무 워크숍’에서 강환구 농림축산검역본부 동물약품관리과장은 ‘국내 동물용의약품,neutral
695,미국과 중국과의 무역 분쟁이후 중국으로 향하는 미국의 돼지고기 물량이 대부분 한국으로 흡수됐다는 분석이다,neutral
695,미국 육류수출협회 주최로 개최된 세미나에 참석해 ‘미국 육류 시장 현황,neutral
696,기대가 무색할  돼지 값이 바닥세를 형성하고 ,negative
696,가량 떨어졌다,negative
696,지금까지는 올해 최저치를 형성하고 ,negative
696,최저치를 기록하는 10월에 비해 낮다는 것도 이례적이지만 농촌경제연구원의 11월 양돈관측과 업계 관계자들의 전망 등,neutral
697,주제로 세미나를 개최했다,neutral
697,세계의 사료 곡물 수급 전망,neutral
698,최근 출하두수 증가세가 내년 1분기까지 지속된다는 전망이다,neutral
698,사육 두수 및 출하 전망에 따르면 내년 3,neutral
699,올해 음식점에서의 돼지고기 소비가 저조하다,negative
699,외식업의 위축과 간편식 시장의 확대 흐름과도 무관하지 않은 것으로 분석되고 ,neutral
699,감소했다고 ,negative
699,지난 2분기에,neutral
700,신제품 출시로 간편식 시장 공략을 강화하고 ,positive
700,편의점을 찾는 소비자가 급증하고 ,neutral
701,구제역백신 일제접종을 정부에 요구키로 했다,neutral
701,백신항체율이 하락하고 ,negative
702,포크밸리 한돈 육가공제품의 홍콩 수출액이 100만불을 돌파했다,positive
702,이유지나와 수출 계약 체결 후 물량 확대를 위해 꾸준히 노력해온 결과,neutral
703,우리나라 대표 메신저 카카오톡과 함께 연말 할인 행사를 전개하고 ,positive
703,전방위 돈가 안정대책의 일환이다,neutral
703,한돈자조금은 내달 2일까지 모바일 선물 플랫폼 ,neutral
704,이하 한종협)의 갈등이 표면화되고 ,negative
704,협회의 종돈혈통사업 전국 종돈장 확대 방침을 한종협이 강도높게 비난하고 ,negative
704,충분한 여건 갖춰,positive
704,운용을 거쳐 충분히 여건을 갖춘  전국 132개 종돈장,neutral
705,수입축산물을 바라보는 국내 소비자들의 시선 자체가 달라졌다,positive
705,스페인산 ‘이베리코 돼지고기’ 가 그 주인공이다,neutral
705,흑돼지고기는 그 생산량이 상당히 제한적이라는 사실이 확인됐다,negative
705,하태식 위원장,neutral
705,이는 곧 이베리코 돼지고기가 공급된다,neutral
706,관계자들에게 한국양돈업계의 입장을 전달하고 ,neutral
706,스페인 정부와 현지 양돈업계 차원의 관리 강화 대책을 강력히 요구했다,neutral
706,지난 16일 가진 스페인육류수,neutral
707,돼지 부산물 시세도 찬바람에 불고 ,negative
707,전달과 비교하면 두내장과 등뼈는,neutral
708,추석 이후 지속된 한돈 약세가 내년 초까지 이어진다는 전망이다,neutral
708,농촌경제연구원은 지난 26일,neutral
708,전망을 통해?,neutral
708,중장기 전망에 대해 발표했다,neutral
708,농경연은 최근 한돈 약세 원인에 대,neutral
709,성적 하위 농가의 분발이 필요할 것으로 분석됐다,neutral
709,연구용역’ 최종 보고회를 진행했다,neutral
709,이날 연구를 수행한 축산경제연구원의 이상철 부원장은 국내 양돈장,neutral
710,돈협회에 기탁했다,neutral
710,을 지원하기 위,positive
711,도입시 국내 가축분뇨 처리 현실에 적합한 양분수지 산정식이 적용돼야 할 것이라는 분석이 나왔다,neutral
711,연구를 통해 이같이 밝혔다,neutral
711,축산회관에서 열린 관련 연구결과 최종발표회에,neutral
712,양돈생산성 하위농가의 눈높이에 맞춘 실질적인 생산성 향상 방안이 마련됐다,positive
712,개선을 뒷받침할 수 있는 핵심 방안을 찾아 교육용 팜플렛,neutral
712,표본농가로 선정된 전국의 양돈,neutral
713,내달의 돼지 평균가격이 지육 ㎏당 4천원을 넘기는 힘들 것이란 전망이 나왔다,negative
713,돼지관측을 통해 이같이 내다봤다,neutral
713,농경연은 돼지 사육마릿수 증가에 따라,neutral
714,사진 오른쪽)과 이영규 도드람양돈조합장이 경기도 이천 소재 도드람양돈조합 직영판매장에서,neutral
715,축산물 생산을 위한 행보를 가속화 하고 ,positive
715,친환경축산협회로부터 친환경 작업장으로 인증을 받았다,positive
715,유통에 이르는 전 단계에 걸쳐 HACCP와 함께 친환경인증까지 획득,positive
716,양돈사료량이 60만톤을 넘기며 사상 최고치를 기록했다,positive
716,<아래 표 참조,neutral
716,가 늘었다,neutral
